interest,verified,cutil,term,bankrupt,ccheck
9.93,Not Verified,0.114295871,36,0,0
17.09,Source Verified,0.436318817,60,0,6
12.62,Source Verified,0.189673553,60,0,0
21.45,Verified,0.201960784,60,0,5
7.97,Verified,0.222151205,36,0,2
9.93,Verified,0.419248454,60,0,2
7.96,Not Verified,0.507225806,36,0,0
6.72,Not Verified,0.465978785,36,0,0
16.01,Source Verified,0.242122184,60,0,6
7.96,Not Verified,0.489709229,36,0,1
10.42,Not Verified,0.284490541,36,0,5
6.08,Not Verified,0.094105851,36,0,1
6.72,Not Verified,0.697727756,36,0,1
5.31,Verified,0.115465143,36,0,0
10.42,Not Verified,0.117362374,36,0,1
25.81,Source Verified,0.414955643,60,1,0
7.35,Source Verified,0.403584521,36,0,0
10.9,Source Verified,0.144975457,60,0,3
5.32,Source Verified,0.203615238,36,0,0
16.02,Verified,0.2157233,36,0,1
9.92,Verified,0.652385971,36,0,0
6.71,Source Verified,0.113230684,36,0,1
14.08,Source Verified,0.574042875,36,0,1
9.44,Source Verified,0.747189423,36,1,9
16.02,Source Verified,0.122381202,36,0,3
10.42,Source Verified,0.492964538,36,0,3
7.97,Not Verified,0.536390102,36,0,1
16.02,Not Verified,0.753630575,36,0,5
9.43,Source Verified,0.262900825,36,0,2
11.98,Not Verified,0.063674972,36,0,1
10.9,Not Verified,0.345396242,60,0,0
6.71,Source Verified,0.44426087,36,0,0
6.71,Not Verified,0.506815257,36,0,0
19.03,Source Verified,0.508768413,36,0,1
23.88,Verified,0.709715377,60,0,4
10.9,Source Verified,0.114247592,36,0,5
19.03,Verified,1.01875,60,0,0
6.72,Source Verified,0.869655396,36,0,0
9.44,Source Verified,0.696123147,36,0,1
5.31,Not Verified,0.229833851,36,0,2
14.07,Source Verified,0.234022866,60,0,2
13.58,Not Verified,0.412046308,36,1,4
14.08,Source Verified,0.530698156,36,0,4
9.43,Not Verified,0.248025078,36,0,4
10.91,Not Verified,0.17360279,36,0,3
16.02,Verified,0.648848501,36,0,0
18.06,Source Verified,0.112037037,36,0,1
5.31,Source Verified,0.230778499,36,0,0
11.99,Not Verified,0.608022222,60,0,1
28.72,Source Verified,0.163198877,60,1,1
16.01,Source Verified,0.072898393,36,0,1
10.91,Source Verified,0.441868023,36,1,12
12.62,Source Verified,0.423809524,36,0,3
22.91,Source Verified,0.4772,60,0,3
17.09,Source Verified,0.763309036,36,0,0
10.42,Source Verified,0.570629328,36,0,1
7.97,Source Verified,0.134552442,36,0,3
14.08,Not Verified,0.079044823,36,0,2
7.34,Not Verified,0.661193775,36,0,4
7.34,Not Verified,0.148604372,60,0,0
11.99,Not Verified,0.38488764,36,0,1
11.99,Not Verified,0.364717391,60,0,1
10.91,Not Verified,0.272507508,36,0,0
9.44,Not Verified,0.29516698,60,0,7
6.72,Not Verified,0.249404973,36,0,0
18.45,Source Verified,0.378339384,60,0,2
10.42,Verified,0.368483842,60,0,1
17.09,Source Verified,0.555902778,36,0,0
16.01,Not Verified,0.660673724,36,0,17
15.04,Not Verified,0.620378769,36,1,2
30.17,Source Verified,0.234384427,60,0,5
7.97,Source Verified,0.289784129,36,0,1
9.44,Source Verified,0.65023043,36,0,4
12.61,Source Verified,0.168112581,60,0,3
16.02,Source Verified,0.755115645,60,0,2
14.08,Source Verified,0.271820015,60,0,0
10.91,Verified,0.024389439,36,0,2
17.47,Source Verified,0.361398485,60,0,5
17.09,Source Verified,0.50437087,60,0,2
17.47,Source Verified,0.185545713,60,0,4
10.42,Source Verified,0.195040276,60,0,0
10.91,Source Verified,0.035941415,36,0,2
6.07,Not Verified,0.279868637,36,0,1
16.02,Source Verified,0.638397868,60,0,3
22.91,Verified,0.138204714,60,0,1
11.99,Not Verified,0.451065839,36,0,1
12.61,Source Verified,0.468004535,60,0,1
19.03,Source Verified,0.639429212,60,0,5
15.04,Source Verified,0.784408035,60,0,0
6.07,Source Verified,0.766864757,36,0,2
14.08,Source Verified,0.861311969,36,1,1
10.9,Source Verified,0.572690234,60,0,0
6.07,Source Verified,0.032779859,36,0,0
10.91,Not Verified,0.473430466,36,0,4
6.72,Not Verified,0.257206476,36,0,1
9.44,Source Verified,0.091795659,60,0,1
25.81,Source Verified,0.817097547,60,0,1
12.61,Not Verified,0.793550859,36,0,0
12.61,Not Verified,0.492808308,60,1,5
7.35,Source Verified,0.319188471,36,0,0
20,Not Verified,0.284258991,60,0,3
24.84,Not Verified,0.122207172,60,0,4
6.08,Not Verified,0.415775714,36,0,1
11.99,Verified,0.938,36,0,0
9.44,Not Verified,0.521374546,60,0,12
5.32,Not Verified,0.469923077,36,0,3
9.92,Source Verified,0.401660994,60,0,8
21.45,Verified,0.806041011,36,0,2
12.61,Source Verified,0.016923728,60,0,0
14.08,Verified,0.055138662,36,0,3
10.9,Not Verified,0.119900954,36,0,1
15.05,Not Verified,0.972692308,36,0,1
11.98,Not Verified,0.503901138,36,1,0
10.91,Source Verified,0.984462581,36,0,1
14.07,Not Verified,0.176840093,36,0,0
17.09,Source Verified,0.740032181,60,0,0
30.75,Verified,0.881632047,36,0,3
29.69,Verified,0.967059622,60,0,2
11.98,Verified,0.214313996,36,0,4
5.32,Not Verified,0.096549589,36,0,0
13.59,Source Verified,0.361726903,60,0,0
15.05,Source Verified,0.279319376,60,0,0
14.08,Not Verified,0.561020144,60,0,0
19.03,Not Verified,0.196279634,60,0,1
13.59,Source Verified,0.26226456,60,0,0
12.61,Not Verified,0.166937813,36,0,3
18.06,Source Verified,0.51666338,36,0,2
14.08,Not Verified,0.741980357,36,0,0
18.06,Source Verified,0.184497509,36,0,9
6.07,Not Verified,0.504865693,36,0,1
11.99,Source Verified,0.478236303,36,0,0
5.31,Source Verified,0.870988635,36,0,1
10.42,Not Verified,0.445883534,60,0,1
6.08,Source Verified,0.142415094,36,0,1
18.06,Source Verified,0.67748792,60,1,1
15.05,Verified,0.166197627,36,0,1
6.72,Not Verified,0.046476846,36,0,0
12.62,Source Verified,0.14137983,36,1,0
6.07,Verified,0.339470719,36,0,3
5.32,Not Verified,0.187677046,36,0,0
7.34,Not Verified,0.060962129,36,0,0
9.93,Source Verified,0.354806432,36,0,6
15.04,Source Verified,0.096613779,60,0,4
6.07,Source Verified,0.071078772,36,0,0
10.41,Not Verified,0.154666385,60,0,1
5.32,Not Verified,0.070937723,60,0,1
16.01,Not Verified,0.632857143,36,0,2
28.72,Source Verified,0.688994041,60,0,1
7.35,Not Verified,0.337317251,36,0,0
5.31,Not Verified,0.100792452,36,0,0
6.72,Source Verified,0.101555556,36,0,0
7.97,Not Verified,0.281224205,36,0,5
15.04,Source Verified,0.065717362,60,0,3
21.45,Source Verified,0.908157929,60,0,2
14.07,Not Verified,0.646706309,60,0,1
6.72,Not Verified,0.212067124,36,1,4
11.99,Source Verified,0.469387755,36,0,1
10.9,Source Verified,0.635937321,60,0,0
6.72,Source Verified,0.261333871,36,1,0
9.92,Not Verified,0.323608247,36,1,3
7.97,Not Verified,0.280767304,36,0,1
7.34,Verified,0.601850093,36,0,1
9.92,Not Verified,0.559238095,36,0,0
9.43,Verified,0.659151041,36,0,0
10.42,Source Verified,0.829444444,36,0,1
16.02,Verified,0.897357578,36,0,8
6.08,Source Verified,0.262669256,36,0,1
20.39,Not Verified,0.569871795,36,0,0
13.59,Source Verified,0.038932715,36,0,2
9.44,Source Verified,0.158413369,60,0,0
10.42,Not Verified,1.046920119,36,0,1
9.92,Not Verified,0.04414435,60,1,1
11.99,Not Verified,0.510893617,60,0,0
6.72,Not Verified,0.555918367,36,0,0
18.06,Verified,0.271811125,36,0,5
9.93,Not Verified,0.081495627,60,1,4
10.42,Verified,0.100005552,36,0,1
14.08,Verified,0.710562594,36,0,0
9.43,Source Verified,0.209813675,60,0,2
16.02,Verified,0.777473344,36,0,6
6.72,Not Verified,0.44433303,36,0,0
9.43,Not Verified,0.315716306,36,1,2
7.35,Not Verified,0.301933491,36,0,2
6.08,Not Verified,0.692373634,36,0,1
6.08,Not Verified,0.597427263,36,0,7
10.91,Not Verified,0.907566703,36,0,2
17.09,Source Verified,0.141746818,60,1,4
19.42,Not Verified,0.097213991,60,0,1
11.99,Verified,0.724931528,60,1,0
13.58,Not Verified,0.065476685,36,1,6
11.99,Source Verified,0.57297235,36,0,5
13.59,Source Verified,0.900411323,60,0,0
9.44,Source Verified,0.823053254,36,0,4
17.09,Not Verified,0.084942706,36,1,0
11.98,Not Verified,0.592243596,60,0,0
20.39,Not Verified,0.58940059,36,0,3
26.3,Verified,0.559868939,60,1,0
13.59,Not Verified,0.062501759,60,0,0
9.93,Source Verified,0.886810056,36,0,1
10.41,Source Verified,0.78040094,36,0,0
12.62,Not Verified,0.322063492,36,0,0
17.09,Not Verified,0.704307692,36,0,1
6.07,Source Verified,0.318960347,36,0,1
24.85,Verified,0.377241919,60,1,2
10.91,Source Verified,0.25624537,36,0,4
5.31,Source Verified,0.01090068,36,0,0
6.08,Source Verified,0.258598133,36,0,1
6.07,Not Verified,0.267246982,36,0,0
9.43,Source Verified,0.475674967,36,0,2
14.07,Verified,0.977559809,36,0,0
17.09,Verified,0.177954939,36,0,0
11.98,Source Verified,0.147573775,60,0,2
14.07,Verified,0.557477477,36,1,0
9.92,Not Verified,0.080808198,60,1,2
5.32,Verified,0.101510445,36,0,2
16.02,Not Verified,0.861669643,60,1,4
17.47,Source Verified,0.311055233,60,0,1
9.43,Source Verified,0.190126932,36,0,0
16.02,Source Verified,0.721249694,36,0,0
9.93,Verified,0.798170569,36,1,7
9.93,Source Verified,0.341195255,60,1,4
9.93,Source Verified,0.507395611,36,0,0
10.9,Source Verified,0.082372281,60,0,2
10.42,Not Verified,0.737876136,36,0,0
11.99,Not Verified,0.265045613,36,0,1
26.3,Verified,0.228214286,60,0,3
9.43,Source Verified,0.256255211,60,0,5
7.97,Source Verified,0,36,0,0
11.98,Not Verified,0.72874326,36,0,0
15.04,Source Verified,0.424366739,60,0,1
7.97,Source Verified,0.162183477,36,0,0
14.08,Source Verified,0.084356197,36,0,5
19.03,Not Verified,0.792641696,36,0,3
7.96,Source Verified,0.152182388,36,0,0
9.44,Source Verified,0.115800114,60,0,2
11.99,Source Verified,0.658767123,36,0,1
13.59,Source Verified,0.224933418,60,0,1
7.97,Not Verified,0.578075288,36,0,2
16.02,Verified,0.142235843,60,0,1
12.62,Not Verified,0.350448989,60,0,2
5.32,Not Verified,0.092796875,36,0,0
7.97,Source Verified,0.590292683,36,0,0
12.61,Source Verified,0.205480486,36,0,0
11.98,Not Verified,0.359113924,36,0,1
16.01,Verified,0.250976749,60,0,1
18.45,Source Verified,0.146260623,60,0,0
10.9,Source Verified,0.403675385,36,0,5
9.92,Source Verified,0.148580645,36,NA,1
12.61,Not Verified,0.2910055,36,0,6
11.99,Not Verified,0.489426152,60,0,0
9.43,Verified,0.130671844,60,0,1
10.9,Source Verified,0.174314548,60,0,3
20.39,Not Verified,0.879066667,36,0,1
9.44,Source Verified,0.262979763,36,0,2
9.44,Source Verified,0.370032046,60,0,0
12.61,Source Verified,0.23640671,36,0,8
16.01,Source Verified,0.449351152,36,0,1
12.61,Not Verified,0.502338939,36,0,1
10.9,Source Verified,0,60,0,0
6.71,Not Verified,0.075594771,36,0,4
9.43,Source Verified,0.096920947,36,1,0
10.41,Source Verified,0.781235463,36,0,7
10.9,Source Verified,0.577237024,36,0,0
16.02,Not Verified,0.557141749,60,0,0
14.08,Verified,0.233563468,36,0,2
10.91,Not Verified,0.402966481,36,0,3
7.34,Source Verified,0.962596544,36,0,0
9.92,Source Verified,0.425267278,60,0,1
23.88,Source Verified,0.084766869,36,0,0
10.9,Not Verified,0.319414273,36,0,3
12.62,Source Verified,0.205525885,36,0,2
9.93,Source Verified,0.351989314,36,0,8
6.72,Not Verified,0.081568198,36,0,0
21.45,Verified,0.90290612,36,0,1
13.59,Not Verified,0.061357141,60,0,1
6.72,Source Verified,0.606082868,36,0,5
15.04,Verified,0.563130435,60,0,0
7.97,Not Verified,0.263791946,36,1,3
13.59,Source Verified,0.121231573,60,0,3
9.44,Source Verified,0.383146067,36,1,2
10.41,Not Verified,0.418316832,36,0,5
6.72,Not Verified,0.44616095,36,0,0
7.96,Not Verified,0.019893927,36,0,0
9.44,Not Verified,0.091316185,36,0,0
10.91,Not Verified,0.096206512,36,0,2
18.45,Verified,1.047688417,60,0,0
13.58,Source Verified,0.881417518,36,0,2
9.93,Verified,0.683,36,0,2
9.44,Not Verified,0.104290666,36,0,2
15.05,Source Verified,0.444304796,60,0,2
12.62,Not Verified,0.948134491,60,0,0
10.42,Source Verified,0.271160172,60,0,1
9.44,Source Verified,0.582763996,36,0,1
10.9,Not Verified,0.437624645,60,0,5
6.72,Not Verified,0.312994697,60,0,1
26.77,Verified,0.273918622,60,0,4
12.61,Source Verified,0.60355244,36,0,1
7.35,Source Verified,1.167470653,36,0,0
6.07,Not Verified,0.341072564,36,0,0
6.72,Source Verified,0.289400929,36,0,0
10.91,Verified,0.758611399,36,0,1
21.45,Verified,0.494719472,60,1,3
11.99,Not Verified,0.285944311,36,0,2
12.61,Source Verified,0.478972063,60,0,0
7.34,Source Verified,1.368234156,36,0,0
15.05,Not Verified,0.327016266,36,0,10
7.35,Not Verified,0.643460648,36,0,0
6.08,Source Verified,0.412551966,36,0,0
11.98,Source Verified,0.678984788,60,0,0
21.45,Verified,0.378253609,36,0,7
6.71,Not Verified,0.42264198,36,0,1
9.93,Not Verified,0.113603389,60,0,1
10.9,Source Verified,0.196645978,60,0,0
6.07,Not Verified,0.097383947,36,0,3
6.07,Not Verified,0.804431838,36,0,2
7.34,Not Verified,0.222675981,60,0,0
12.62,Source Verified,0.590909091,60,0,0
18.45,Not Verified,0.459276399,36,0,1
6.71,Not Verified,0.077946026,36,0,1
15.04,Verified,0.494759036,60,0,0
7.35,Not Verified,0.512764579,36,0,1
11.99,Not Verified,0.315642351,60,0,2
6.72,Source Verified,0.332920371,36,1,1
6.72,Not Verified,0.06941704,36,0,7
20,Verified,0.29648017,36,0,3
6.71,Not Verified,0.050399447,36,0,2
6.08,Not Verified,0.07347847,36,0,0
7.96,Source Verified,0.029085487,36,0,4
6.07,Not Verified,0.838854058,36,0,0
7.34,Source Verified,0.84281734,36,0,3
9.93,Not Verified,0.323042394,60,0,2
10.91,Verified,0.111133334,36,0,4
16.02,Verified,0.622136818,60,0,3
17.47,Verified,0.315408389,60,1,4
15.04,Source Verified,0.50976369,60,0,11
6.08,Verified,0.124122761,36,0,2
21.85,Not Verified,0.561357894,36,0,0
16.01,Source Verified,0.049668758,60,0,1
10.91,Not Verified,0.556166134,36,0,0
15.05,Source Verified,0.215529025,60,0,3
10.41,Verified,0.057306314,36,0,6
7.97,Not Verified,0.815649201,36,1,5
18.06,Source Verified,0.773349746,36,0,8
9.92,Source Verified,0.214880679,36,0,1
9.44,Not Verified,0.82705871,36,0,1
9.93,Source Verified,0.192429711,60,1,0
10.41,Source Verified,0.281836461,36,1,0
6.71,Not Verified,0.339108527,36,1,0
9.44,Not Verified,0.610191581,36,0,0
9.93,Not Verified,0.603848103,36,0,0
5.31,Not Verified,0.079706639,36,0,0
10.9,Verified,0.164307131,36,0,5
23.87,Verified,0.697938672,36,0,1
5.32,Not Verified,0.080096203,36,0,3
18.06,Verified,0.53561993,36,1,2
22.9,Verified,0.138120532,36,0,0
9.93,Verified,0.049347442,36,0,2
5.31,Not Verified,0.247181251,60,0,2
19.42,Verified,0.200904902,36,1,1
26.3,Source Verified,0.750394044,60,0,5
21.45,Verified,0.250956164,36,0,0
26.3,Verified,0.21809816,36,0,1
6.72,Not Verified,0.286868883,36,0,1
7.97,Verified,0.028249175,36,0,2
21.45,Not Verified,0.270618038,60,0,1
6.71,Not Verified,0.105498034,36,0,3
5.32,Not Verified,0.120862074,36,0,1
6.71,Not Verified,0.00474026,36,0,3
15.05,Verified,0.421204554,36,0,3
17.09,Source Verified,0.649377194,60,0,4
10.41,Source Verified,0.45759424,36,1,0
9.43,Not Verified,0.201330921,36,0,0
11.98,Not Verified,0.049531732,36,0,4
18.45,Source Verified,0.135891293,60,0,2
7.97,Source Verified,0.123651653,36,0,0
11.98,Not Verified,0.203445445,36,0,5
9.44,Not Verified,0.211729715,36,0,8
11.98,Source Verified,0.260305443,60,0,5
7.97,Not Verified,0.269201919,36,0,1
5.32,Not Verified,0.159169516,36,0,0
24.84,Source Verified,1.069292388,36,0,3
20.39,Source Verified,0.580126391,36,0,1
9.93,Not Verified,0.103414236,60,0,0
6.08,Source Verified,0.121999577,36,0,0
11.99,Not Verified,0.926139119,36,0,0
12.62,Source Verified,0.430904872,60,0,0
6.72,Source Verified,0.628532423,36,0,1
7.97,Not Verified,0.560149328,36,0,2
7.34,Source Verified,0.149766216,36,0,3
12.62,Source Verified,0.289164018,60,0,1
6.08,Not Verified,0.187509243,36,0,0
10.91,Source Verified,0.146329311,36,0,8
10.41,Verified,0.490225371,36,1,4
10.9,Verified,0.576773425,60,0,1
14.08,Source Verified,0.61387809,36,1,0
21.45,Source Verified,0.61324866,60,1,2
12.62,Source Verified,0.230587282,60,0,2
13.58,Source Verified,0.901347458,36,0,2
7.96,Not Verified,0.697869885,36,0,3
20,Verified,0.397901235,60,0,1
15.04,Source Verified,0.744400068,60,0,6
6.08,Not Verified,0.169056202,36,0,0
20,Verified,0.223994925,60,0,0
16.01,Source Verified,0.282294469,60,0,6
13.59,Source Verified,0.507834502,36,0,2
10.42,Source Verified,0.119791349,60,0,0
16.02,Verified,0.951507725,36,0,1
11.99,Source Verified,0.519063132,36,0,0
7.34,Verified,0.18718988,36,0,0
20,Not Verified,0.981428659,36,0,8
11.98,Not Verified,0.303603798,36,0,0
6.72,Not Verified,0.617178525,36,0,2
7.96,Source Verified,0.904695991,36,0,0
17.47,Not Verified,0.534464911,36,0,2
7.97,Verified,0.008920455,36,0,1
19.03,Source Verified,0.385926231,60,0,1
7.96,Source Verified,0.193157874,36,0,0
18.06,Source Verified,0.776968326,36,1,0
17.09,Source Verified,0.037526631,36,0,0
18.06,Source Verified,0.524941452,36,0,12
12.61,Not Verified,0.779650914,36,0,0
10.42,Source Verified,0.736385558,36,0,2
16.02,Source Verified,0.176356394,36,0,8
9.92,Not Verified,0.179271619,36,0,1
10.41,Source Verified,0.189938331,36,0,0
15.05,Not Verified,0.384367089,36,0,0
10.41,Source Verified,0.359269677,36,0,0
12.62,Verified,0.148033708,36,0,0
6.08,Not Verified,0.352604249,36,0,3
18.06,Source Verified,0.485555556,36,0,6
11.98,Source Verified,0.187366489,36,0,7
14.07,Source Verified,0.521050761,60,0,3
7.97,Verified,0.104924939,36,0,1
11.98,Verified,0.186837661,36,0,1
10.9,Source Verified,0.172114196,36,0,1
6.72,Not Verified,0.363002421,36,0,1
14.07,Source Verified,0.661212219,60,0,5
25.82,Source Verified,0.602333828,60,0,1
12.62,Not Verified,0.364162305,36,0,5
10.91,Source Verified,0.73671421,36,0,5
26.77,Source Verified,0.32,60,0,2
5.32,Source Verified,0.087577606,36,0,4
10.41,Source Verified,0.17869543,36,0,2
18.06,Not Verified,0.873445062,36,0,3
9.44,Not Verified,0.05356304,36,0,3
10.41,Source Verified,0.484348635,36,1,0
17.09,Verified,0.052345203,36,0,6
9.44,Not Verified,0.462966208,60,0,0
21.45,Verified,0.748027084,60,0,0
9.43,Not Verified,0.827645555,36,0,1
9.93,Source Verified,0.146223081,36,0,0
13.59,Source Verified,0.480547069,60,0,3
6.72,Source Verified,0.230352423,36,0,0
26.3,Verified,0.629585013,60,0,0
21.85,Source Verified,0.527243243,36,0,0
15.04,Not Verified,0.49408971,36,0,1
10.41,Source Verified,0.44325054,36,0,1
6.71,Not Verified,0.346144578,36,0,0
7.35,Not Verified,0.426863834,36,1,1
6.07,Not Verified,0.212054318,36,0,2
13.59,Source Verified,0.405726699,60,0,1
5.32,Not Verified,0.323874047,36,0,0
13.58,Source Verified,0.171375057,60,0,2
24.84,Verified,0.152190202,60,0,1
21.45,Not Verified,0.679639913,60,0,2
7.96,Verified,0.208713643,36,0,15
21.45,Not Verified,0.929084086,60,0,0
7.35,Source Verified,0.003225806,36,0,0
10.91,Not Verified,0.763542342,36,0,2
17.47,Source Verified,0.640254616,60,1,4
10.42,Verified,0.024972842,36,0,2
6.71,Verified,0,36,0,0
7.35,Not Verified,0.16734933,36,0,0
28.72,Source Verified,0.297505712,60,0,0
17.09,Verified,0.265209667,60,0,1
15.05,Verified,0.483060278,60,0,1
14.08,Not Verified,0.459837592,60,0,1
16.02,Verified,0.717407996,36,1,1
16.02,Verified,0.182866729,60,0,0
12.61,Source Verified,0.238369292,36,0,2
5.32,Source Verified,0.571883723,36,0,1
17.47,Source Verified,0.419281107,36,1,2
17.47,Verified,1.044740951,36,0,2
17.09,Verified,0.264850826,60,0,1
21.85,Source Verified,0.303497362,36,0,3
15.04,Not Verified,1.347902813,36,0,2
11.98,Verified,0.207924564,60,0,2
10.42,Source Verified,0.174380057,60,0,0
9.43,Verified,0.030106717,36,1,1
18.45,Source Verified,0.099764523,36,1,3
20,Verified,0.779628936,60,0,3
5.32,Not Verified,0.682762514,36,1,4
6.08,Not Verified,0.01652373,36,0,1
15.04,Not Verified,0.591350173,36,0,0
15.04,Verified,0.433276451,36,0,0
13.59,Source Verified,0.552424242,36,0,0
9.92,Source Verified,0.258371292,60,0,6
12.62,Not Verified,0.739591894,60,0,1
14.08,Source Verified,0.377628866,60,0,1
25.81,Not Verified,1.1075,60,0,0
18.45,Source Verified,0.090304738,60,0,2
7.97,Not Verified,0.668711538,36,0,0
9.92,Source Verified,0.30923409,36,0,3
13.59,Source Verified,0.815587302,36,0,0
11.98,Verified,0.221407809,60,0,3
13.59,Not Verified,0.550216727,36,0,0
16.02,Source Verified,0.268605092,36,0,3
15.05,Not Verified,0.805509836,36,0,2
10.9,Not Verified,0.385062068,36,0,1
15.04,Source Verified,0.26613714,60,0,5
15.04,Verified,0.691037054,60,0,1
