"","title","year","length","rating","votes","mpaa","Action","Animation","Comedy","Drama","budget_millions"
"1479","Slashers",2001,97,5.2,213,"R",0,0,0,0,0.165
"1480","Slaughter Rule, The",2002,112,6,356,"R",0,0,0,1,0.5
"1481","Sleepers",1996,147,7,17896,"R",0,0,0,1,44
"1482","Sleeping Dictionary, The",2003,109,6.1,696,"R",0,0,0,1,12
"1483","Sleepover",2004,89,4.1,733,"PG",0,0,1,0,10
"1484","Sleepy Hollow",1999,105,7.4,38857,"R",0,0,0,0,65
"1485","Slums of Beverly Hills",1998,92,6.4,2914,"R",0,0,1,1,5
"1486","Small Soldiers",1998,110,5.8,6938,"PG-13",1,0,1,0,40
"1487","Small Time Crooks",2000,94,6.5,6218,"PG",0,0,1,0,18
"1488","Smile Like Yours, A",1997,98,4.5,348,"R",0,0,1,0,18
"1489","Smilla's Sense of Snow",1997,120,6.3,3722,"R",1,0,0,1,35
"1490","Smoke",1995,112,7.4,8111,"R",0,0,1,1,7
"1491","Smoke Signals",1998,88,7.2,2665,"PG-13",0,0,1,1,2
"1492","Snake Eyes",1998,98,5.7,12091,"R",0,0,0,0,73
"1493","Snatch.",2000,102,7.9,44785,"R",0,0,1,0,10
"1494","Snitch",1998,90,6.2,412,"R",1,0,0,1,11
"1495","Snow Day",2000,89,4.6,1645,"PG",0,0,1,0,13
"1496","Snow Dogs",2002,99,5.1,2379,"PG",0,0,1,0,35
"1497","Snow Falling on Cedars",1999,127,6.7,4536,"PG-13",0,0,0,1,36
"1498","Soho Square",2000,79,4.9,45,"R",0,0,0,1,0.007
"1499","Sol Goode",2001,99,5.4,291,"R",0,0,1,0,3
"1500","Solaris",2002,99,6.3,11808,"PG-13",0,0,0,1,47
"1501","Soldier",1998,98,5.2,5590,"R",1,0,0,0,75
"1502","Solitaire for 2",1995,106,4.8,122,"R",0,0,1,0,1.5
"1503","Someone Like You...",2001,97,5.7,4249,"PG-13",0,0,1,0,23
"1504","Sometimes They Come Back... Again",1996,98,2.9,630,"R",0,0,0,0,3
"1505","Sometimes They Come Back... for More",1999,89,2.8,321,"R",0,0,0,0,2
"1506","Son of the Mask",2005,94,1.9,1785,"PG",1,0,1,0,74
"1507","Songcatcher",2000,109,7.2,927,"PG-13",0,0,0,1,1.8
"1508","Sons of Provo",2004,93,4.3,35,"PG",0,0,1,0,0.2
"1509","Sorority Boys",2002,93,5.1,2398,"R",0,0,1,0,12
"1510","Soul Assassin",2001,96,4,376,"R",1,0,0,0,7
"1511","Soul Food",1997,114,6.5,1166,"R",0,0,1,1,7.5
"1512","Soul Plane",2004,92,3.2,2361,"R",0,0,1,0,16
"1513","Soul Survivors",2001,84,3.6,2305,"R",0,0,0,0,14
"1514","South Park: Bigger Longer & Uncut",1999,81,7.6,33188,"R",0,1,1,0,21
"1515","Space Jam",1996,87,5.2,7995,"PG",0,1,1,0,80
"1516","Space Truckers",1996,95,4.5,1460,"PG-13",0,0,1,0,25
"1517","Spanglish",2004,130,6.7,4698,"PG-13",0,0,1,1,80
"1518","Spanish Judges",1999,98,4.8,178,"R",0,0,0,1,3.5
"1519","Spawn",1997,98,4.6,7523,"PG-13",1,0,0,0,40
"1520","Species",1995,108,5.4,8963,"R",1,0,0,1,35
"1521","Speed",1994,116,7.1,32979,"R",1,0,0,0,28
"1522","Speed 2: Cruise Control",1997,121,3.3,13268,"PG-13",1,0,0,0,110
"1523","Speedway Junky",1999,105,5.3,469,"R",0,0,0,1,1
"1524","Sphere",1998,134,5.3,12990,"PG-13",0,0,0,0,80
"1525","Spice World",1997,93,3,7710,"PG",0,0,1,0,25
"1526","Spider",2002,94,6.8,5193,"R",0,0,0,1,8
"1527","Spider-Man",2002,121,7.4,63228,"PG-13",1,0,0,0,139
"1528","Spider-Man 2",2004,127,7.9,40256,"PG-13",1,0,0,0,200
"1529","Spiders",2000,95,3.2,511,"R",0,0,0,0,2
"1530","SpongeBob SquarePants Movie, The",2004,90,6.5,2672,"PG",0,1,1,0,30
"1531","Spring Forward",1999,110,7.1,307,"R",0,0,0,1,2
"1532","Spun",2002,106,6.2,3924,"R",0,0,1,1,2.8
"1533","Spy Game",2001,126,7,16736,"R",1,0,0,1,92
"1534","Spy Hard",1996,81,4.5,4686,"PG-13",1,0,1,0,18
"1535","Spy Kids 2: Island of Lost Dreams",2002,99,5.8,3175,"PG",1,0,1,0,39
"1536","Spy Kids 3-D: Game Over",2003,84,4.7,2597,"PG",1,0,1,0,39
"1537","Stand-In, The",1999,100,5.6,42,"PG",0,0,0,1,0.4
"1538","Star Kid",1997,101,5,269,"PG",0,0,0,0,12
"1539","Star Trek: First Contact",1996,106,7.3,25046,"PG-13",1,0,0,0,45
"1540","Star Trek: Insurrection",1998,103,6.3,13395,"PG",1,0,0,1,58
"1541","Star Trek: Nemesis",2002,116,6.5,11785,"PG-13",1,0,0,1,70
"1542","Star Trek: The Motion Picture",1979,143,5.8,10752,"PG",0,0,0,0,35
"1543","Star Trek: The Wrath of Khan",1982,116,7.6,16333,"PG",1,0,0,0,11
"1544","Star Wars",1977,125,8.8,134640,"PG",1,0,0,0,11
"1545","Star Wars: Episode I - The Phantom Menace",1999,133,6.4,84488,"PG",1,0,0,0,115
"1546","Star Wars: Episode II - Attack of the Clones",2002,120,7,63889,"PG",1,0,0,0,120
"1547","Star Wars: Episode V - The Empire Strikes Back",1980,129,8.8,103706,"PG",1,0,0,0,18
"1548","Star Wars: Episode VI - Return of the Jedi",1983,135,8.1,82471,"PG",1,0,0,0,32.5
"1549","Stark Raving Mad",2002,102,6.2,601,"R",0,0,1,0,5
"1550","Starkweather",2004,92,4.6,89,"R",0,0,0,1,1
"1551","Starship Troopers",1997,129,6.7,32618,"R",1,0,0,0,95
"1552","Starsky & Hutch",2004,101,6.3,13529,"PG-13",1,0,1,0,60
"1553","Statement, The",2003,120,6.1,710,"R",0,0,0,1,23
"1554","Stateside",2004,97,5.4,247,"R",0,0,0,1,16
"1555","Station Agent, The",2003,88,8.1,7112,"R",0,0,0,1,0.5
"1556","Steal Big Steal Little",1995,135,4.6,263,"PG-13",0,0,1,0,35
"1557","Stealing Harvard",2002,82,4.7,2547,"PG-13",0,0,1,1,25
"1558","Steamboy",2004,126,6.6,529,"PG-13",1,1,0,1,20
"1559","Steel",1997,97,2.6,1607,"PG-13",1,0,0,0,16
"1560","Stepford Wives, The",2004,93,5.3,7773,"PG-13",0,0,1,1,90
"1561","Stepmom",1998,124,6.1,7470,"PG-13",0,0,1,1,50
"1562","Stigmata",1999,103,6,14062,"R",0,0,0,1,32
"1563","Stir of Echoes",1999,99,7,11433,"R",0,0,0,0,13
"1564","Stolen Summer",2002,91,6.2,801,"PG",0,0,0,1,1.5
"1565","Story of Us, The",1999,95,5.6,4953,"R",0,0,1,1,50
"1566","Strange Days",1995,145,6.9,11869,"R",1,0,0,1,42
"1567","Strangeland",1998,92,4.4,1179,"R",0,0,0,0,2
"1568","Strangers on a Train",1951,103,8.3,10624,"PG",0,0,0,1,1.2
"1569","Stripes",1981,106,6.8,7406,"R",0,0,1,0,10
"1570","Striptease",1996,117,3.8,7998,"R",0,0,1,1,50
"1571","Stuart Little",1999,81,6,8009,"PG",0,0,1,0,103
"1572","Stuart Little 2",2002,82,5.9,2324,"PG",0,0,1,0,120
"1573","Sugar & Spice",2001,84,5.3,2901,"PG-13",0,0,1,0,11
"1574","Sugar Town",1999,92,5.8,307,"R",0,0,1,0,0.25
"1575","Suicide Kings",1997,106,7,6117,"R",0,0,1,1,5
"1576","Sum of All Fears, The",2002,123,6.6,15835,"PG-13",1,0,0,1,68
"1577","Summer Catch",2001,105,4.5,2581,"PG-13",0,0,1,0,17
"1578","Summer of Sam",1999,142,6.5,8151,"R",0,0,0,1,22
"1579","Sunshine State",2002,141,7,1481,"PG-13",0,0,0,1,5.6
"1580","Super Size Me",2004,100,7.7,9487,"PG-13",0,0,0,0,0.3
"1581","Super Troopers",2001,100,6.3,7728,"R",0,0,1,0,3
"1582","Superman",1978,151,7.1,17327,"PG",1,0,0,0,55
"1583","Superstar",1999,81,4.5,2880,"PG-13",0,0,1,0,14
"1584","Surviving Picasso",1996,125,6.1,1139,"R",0,0,0,1,16
"1585","Suspect Zero",2004,99,5.7,1310,"R",0,0,0,1,27
"1586","Sweepers",1999,93,3.9,276,"R",1,0,0,0,12.5
"1587","Sweet Home Alabama",2002,108,5.8,9943,"PG-13",0,0,1,1,38
"1588","Sweet November",2001,115,5.5,5458,"PG-13",0,0,1,1,40
"1589","Sweetest Thing, The",2002,90,4.7,8284,"R",0,0,1,0,43
"1590","Swept Away",2002,89,3.8,2113,"R",0,0,1,0,10
"1591","Swimfan",2002,85,4.5,3863,"PG-13",0,0,0,1,8.5
"1592","Swimming with Sharks",1994,101,7.1,4837,"R",0,0,1,1,0.7
"1593","Swingers",1996,96,7.6,15827,"R",0,0,1,1,0.2
"1594","Swiri",1999,125,6.6,1704,"R",1,0,0,0,5
"1595","Switchback",1997,118,6.1,2195,"R",1,0,0,0,38
"1596","Swordfish",2001,99,6.2,20455,"R",1,0,0,0,80
"1597","THX 1138",1971,88,6.5,4274,"R",0,0,0,1,0.777
"1598","Tadpole",2002,78,6.3,1769,"PG-13",0,0,1,1,0.15
"1599","Taegukgi hwinalrimyeo",2004,140,8.5,1792,"R",1,0,0,1,12.8
"1600","Tailor of Panama, The",2001,109,6.1,5997,"R",0,0,1,1,18
"1601","Tale of the Mummy",1998,119,3.7,570,"R",0,0,0,0,8
"1602","Talented Mr. Ripley, The",1999,139,7,25974,"R",0,0,0,1,40
"1603","Tales from the Hood",1995,98,5.1,548,"R",1,0,0,0,6
"1604","Tank Girl",1995,104,4.6,4400,"R",1,0,1,0,25
"1605","Targets",1968,90,7.4,793,"R",0,0,0,0,0.13
"1606","Tart",2001,94,4.6,714,"R",0,0,0,1,3.3
"1607","Tarzan and the Lost City",1998,83,3.6,510,"PG",1,0,0,0,20
"1608","Taxman, The",1999,104,5.7,169,"R",1,0,1,0,1
"1609","Tea with Mussolini",1999,117,6.7,2711,"PG",0,0,1,1,12
"1610","Teacher's Pet",2004,74,5.6,218,"PG",0,1,1,0,10
"1611","Teaching Mrs. Tingle",1999,96,5,5244,"PG-13",0,0,1,0,13
"1612","Team America: World Police",2004,98,7.3,13104,"R",1,0,1,0,30
"1613","Tears of the Sun",2003,121,6.2,8690,"R",1,0,0,1,70
"1614","Ted Bundy",2002,99,5.2,852,"R",0,0,0,1,1.2
"1615","Terminal, The",2004,128,7.1,15809,"PG-13",0,0,1,1,60
"1616","Terminator 2: Judgment Day",1991,154,8.2,77614,"R",1,0,0,1,100
"1617","Terminator 3: Rise of the Machines",2003,109,6.9,32111,"R",1,0,0,0,175
"1618","Terror Tract",2000,96,5.6,281,"R",0,0,1,0,11
"1619","Texas Chainsaw Massacre, The",2003,98,5.9,9587,"R",1,0,0,0,9.2
"1620","Texas Rangers",2001,86,5.1,945,"PG-13",0,0,0,1,38
"1621","Theodore Rex",1995,92,2.2,567,"PG",0,0,1,0,33
"1622","There Goes My Baby",1994,110,6.1,253,"R",0,0,1,1,10.5
"1623","There's Something About Mary",1998,134,7.2,46343,"R",0,0,1,0,23
"1624","They",2002,89,4.4,2660,"PG-13",0,0,0,0,17
"1625","Thin Line Between Love and Hate, A",1996,108,4.4,458,"R",0,0,1,0,8
"1626","Thin Red Line, The",1998,170,7.2,25637,"R",1,0,0,1,52
"1627","Things to Do in Denver When You're Dead",1995,115,6.6,5703,"R",0,0,0,1,8
"1628","Thir13en Ghosts",2001,87,5.1,8292,"R",0,0,1,0,20
"1629","Thirteen",2003,100,7.1,8652,"R",0,0,0,1,1.5
"1630","Thirteen Conversations About One Thing",2001,104,7.2,2883,"R",0,0,0,1,3
"1631","Thirteen Days",2000,145,7.4,10926,"PG-13",0,0,0,1,80
"1632","Thirteenth Floor, The",1999,100,6.4,7712,"R",0,0,0,0,16
"1633","Thomas Crown Affair, The",1999,113,6.7,17220,"R",0,0,1,0,48
"1634","Three Kings",1999,114,7.3,31503,"R",1,0,1,1,48
"1635","Three to Tango",1999,98,6,5719,"PG-13",0,0,1,0,20
"1636","Thunderbirds",2004,95,4.4,1419,"PG",1,0,1,0,57
"1637","Time Changer",2002,95,4.5,304,"PG",0,0,0,1,0.825
"1638","Time Machine, The",2002,96,5.5,12424,"PG-13",1,0,0,0,80
"1639","Time to Kill, A",1996,149,6.9,15577,"R",0,0,0,1,40
"1640","Timecode",2000,97,6.2,2320,"R",0,0,1,1,4
"1641","Timeline",2003,116,5.2,5803,"PG-13",0,0,0,0,80
"1642","Tin Cup",1996,135,6.2,7521,"R",0,0,1,1,45
"1643","Titan A.E.",2000,94,6.4,9373,"PG",1,1,0,0,75
"1644","Titanic",1997,194,6.9,90195,"PG-13",0,0,0,1,200
"1645","Tomcats",2001,95,4.7,3717,"R",0,0,1,0,11
"1646","Tomorrow Never Dies",1997,119,6.4,19397,"PG-13",1,0,0,0,110
"1647","Torque",2004,81,3.2,4050,"PG-13",1,0,0,0,40
"1648","Touch, The",2002,103,4.5,417,"PG-13",1,0,0,0,20
"1649","Town & Country",2001,104,4.5,1434,"R",0,0,1,0,90
"1650","Traffic",2000,147,7.8,41268,"R",0,0,0,1,48
"1651","Training Day",2001,120,7.3,22776,"R",0,0,0,1,45
"1652","Trainspotting",1996,94,8,51887,"R",0,0,0,1,3.5
"1653","Trance",1998,94,3.9,392,"R",0,0,0,0,4
"1654","Trapped",2002,106,6,3718,"R",0,0,0,0,30
"1655","Treasure Planet",2002,95,6.6,3724,"PG",0,1,0,1,140
"1656","Trees Lounge",1996,95,7.1,3155,"R",0,0,1,1,1.3
"1657","Trekkies",1997,86,6.9,1526,"PG",0,0,0,0,0.375
"1658","Trigger Effect, The",1996,94,5.4,1591,"R",1,0,0,1,8
"1659","Triggermen",2002,96,5.8,317,"R",0,0,1,0,12
"1660","Triplettes de Belleville, Les",2003,78,7.7,6618,"PG-13",0,1,1,0,8
"1661","Triumph of Love, The",2001,112,5.7,423,"PG-13",0,0,1,0,5
"1662","Trois",2000,93,3.1,176,"R",0,0,0,0,0.2
"1663","Trois 3: The Escort",2004,95,4.8,38,"R",0,0,0,1,1
"1664","Tromeo and Juliet",1996,108,5.8,1030,"R",0,0,1,1,0.35
"1665","Troy",2004,162,7.1,33979,"R",1,0,0,1,185
"1666","Truman Show, The",1998,103,7.7,62434,"PG",0,0,1,1,60
"1667","Tuck Everlasting",2002,96,6.5,2055,"PG",0,0,0,1,15
"1668","Tumbleweeds",1999,102,6.9,1146,"PG-13",0,0,1,1,0.312
"1669","Tuxedo, The",2002,98,5.1,6070,"PG-13",1,0,1,0,60
"1670","Twelve Monkeys",1995,129,7.9,62301,"R",0,0,0,1,29
"1671","Twin Falls Idaho",1999,111,7.1,1547,"R",0,0,0,1,0.5
"1672","Twin Peaks: Fire Walk with Me",1992,135,6.5,6927,"R",0,0,0,1,10
"1673","Twist",2003,97,6,197,"R",0,0,0,1,0.35
"1674","Twister",1996,113,5.9,28315,"PG-13",1,0,0,1,92
"1675","Two Can Play That Game",2001,93,5.8,843,"R",0,0,1,0,6
"1676","Two Girls and a Guy",1997,84,5.6,2014,"NC-17",0,0,1,1,1
"1677","Two Weeks Notice",2002,101,5.8,15010,"PG-13",0,0,1,0,60
"1678","U Turn",1997,125,6.5,10306,"R",0,0,0,1,19
"1679","U-571",2000,116,6.5,15792,"PG-13",1,0,0,1,62
"1680","U.S. Marshals",1998,131,6.1,10315,"PG-13",1,0,0,1,60
"1681","Ultimo tango a Parigi",1972,250,6.9,4007,"NC-17",0,0,0,1,1.25
"1682","Unbreakable",2000,106,7.1,35842,"PG-13",0,0,0,1,75
"1683","Uncle Sam",1997,89,3.3,488,"R",0,0,0,0,2
"1684","Under Siege 2: Dark Territory",1995,99,4.9,5551,"R",1,0,0,1,60
"1685","Under Suspicion",2000,111,6.4,3718,"R",0,0,0,1,25
"1686","Under the Tuscan Sun",2003,113,6.7,4183,"PG-13",0,0,1,1,18
"1687","Undercover Brother",2002,85,6,5138,"PG-13",1,0,1,0,25
"1688","Undisputed",2002,96,5.6,1769,"R",1,0,0,1,20
"1689","Unfaithful",2002,125,6.6,8713,"R",0,0,0,1,50
"1690","Unforgettable",1996,117,5.7,940,"R",0,0,0,0,18
"1691","Unmade Beds",1997,95,6.7,148,"R",0,0,0,0,1
"1692","Unsaid, The",2001,108,6.5,1084,"R",0,0,0,0,22
"1693","Unstoppable",2004,96,4.8,579,"R",1,0,1,1,15
"1694","Untold, The",2002,92,3.8,400,"R",1,0,0,0,3
"1695","Up Close & Personal",1996,124,5.7,3201,"PG-13",0,0,0,1,60
"1696","Upside of Anger, The",2005,118,7.2,1160,"R",0,0,1,1,13.2
"1697","Urban Ghost Story",1998,82,5.3,167,"R",0,0,0,1,0.3
"1698","Urban Legend",1998,99,5.1,8245,"R",0,0,0,0,14
"1699","Urban Legends: Final Cut",2000,97,3.8,3280,"R",0,0,0,0,15
"1700","Urbania",2000,106,6.9,1089,"R",0,0,0,1,0.225
"1701","Usual Suspects, The",1995,106,8.7,103854,"R",0,0,0,0,6
"1702","Utomlyonnye solntsem",1994,132,7.6,2173,"R",0,0,0,1,2.8
"1703","Valentine",2001,96,4.2,4779,"R",0,0,0,0,10
"1704","Vampire in Brooklyn",1995,100,4.4,2716,"R",0,0,1,0,14
"1705","Vampires",1998,106,5.6,7908,"R",1,0,0,0,20
"1706","Van Helsing",2004,132,5.4,19787,"PG-13",1,0,0,0,160
"1707","Van Wilder",2002,94,5.8,7799,"R",0,0,1,0,6
"1708","Vanilla Sky",2001,136,6.9,31250,"R",0,0,0,1,68
"1709","Vanity Fair",2004,141,6.1,2151,"PG-13",0,0,0,1,23
"1710","Varsity Blues",1999,100,6,7974,"R",0,0,0,1,16
"1711","Vatel",2000,125,6.4,1322,"PG-13",0,0,0,1,36
"1712","Vault, The",2005,87,2.4,64,"PG-13",1,0,0,0,0.1
"1713","Velocity of Gary, The",1998,100,4.7,570,"R",0,0,1,0,4
"1714","Veronica Guerin",2003,92,6.8,2688,"R",0,0,0,1,17
"1715","Vertical Limit",2000,124,5.6,10273,"PG-13",1,0,0,0,75
"1716","Very Bad Things",1998,100,5.8,10001,"R",0,0,1,0,10
"1717","Very Brady Sequel, A",1996,90,5.3,2183,"PG-13",0,0,1,0,15
"1718","Village of the Damned",1995,99,5.1,2585,"R",0,0,0,0,7
"1719","Village, The",2004,108,6.6,25729,"PG-13",0,0,0,1,60
"1720","Violon rouge, Le",1998,140,7.8,6995,"R",0,0,0,1,10
"1721","Virgin Suicides, The",1999,90,7.2,17524,"R",0,0,0,1,6
"1722","Virtuosity",1995,106,5.3,4183,"R",1,0,0,0,30
"1723","Volcano",1997,104,5.2,8627,"PG-13",1,0,0,1,90
"1724","Vor",1997,110,7.2,841,"R",0,0,0,1,2
"1725","Wag the Dog",1997,97,7,16434,"R",0,0,1,0,15
"1726","Waiting for Guffman",1996,84,7.6,7337,"R",0,0,1,0,4
"1727","Waiting to Exhale",1995,127,5.1,1611,"R",0,0,1,1,15
"1728","Waking Ned",1998,92,7.3,7232,"PG",0,0,1,0,3
"1729","Walk in the Clouds, A",1995,102,6.2,4085,"PG-13",0,0,0,1,20
"1730","Walk on the Moon, A",1999,105,6.6,1815,"R",0,0,0,1,14
"1731","Walk to Remember, A",2002,101,6.8,7124,"PG",0,0,0,1,11
"1732","Walking Across Egypt",1999,100,6.9,247,"PG-13",0,0,0,1,4.5
"1733","Walking Tall",2004,87,5.9,4839,"PG-13",1,0,0,1,56
"1734","Walking and Talking",1996,86,6.6,888,"R",0,0,1,1,1
"1735","War and Peace",1956,208,6.6,795,"PG",0,0,0,1,6
"1736","Warriors of Virtue",1997,101,3.6,389,"PG",1,0,0,0,35
"1737","Watcher, The",2000,97,5.2,5774,"R",0,0,0,0,33
"1738","Waterboy, The",1998,90,5.5,15539,"PG-13",0,0,1,0,23
"1739","Waterworld",1995,176,5.4,19325,"PG-13",1,0,0,1,175
"1740","Way of the Gun, The",2000,120,6.5,7750,"R",0,0,0,0,9
"1741","Way of the Vampire",2005,90,3,16,"R",0,0,0,0,1
"1742","We Don't Live Here Anymore",2004,101,6.1,1387,"R",0,0,0,1,3
"1743","We Were Soldiers",2002,143,7.1,14939,"R",1,0,0,1,75
"1744","Wedding Date, The",2005,90,5,953,"PG-13",0,0,1,0,15
"1745","Wedding Party, The",1969,92,5.2,94,"R",0,0,1,0,0.043
"1746","Wedding Planner, The",2001,103,4.9,7393,"PG-13",0,0,1,0,35
"1747","Weight of Water, The",2000,113,6,1742,"R",0,0,0,0,16
"1748","Welcome to Collinwood",2002,86,6.1,2831,"R",0,0,1,0,12
"1749","Welcome to Mooseport",2004,117,5.3,2356,"PG-13",0,0,1,0,26
"1750","Welcome to Sarajevo",1997,103,6.8,1465,"R",0,0,0,1,9
"1751","Welcome to the Dollhouse",1995,88,7.4,5851,"R",0,0,1,1,0.8
"1752","Werewolf",1996,99,2,1032,"R",0,0,0,0,0.35
"1753","What Dreams May Come",1998,113,6.3,11706,"PG-13",0,0,0,1,85
"1754","What Lies Beneath",2000,130,6.6,20584,"PG-13",0,0,0,1,90
"1755","What Planet Are You From?",2000,104,5.6,2574,"R",0,0,1,0,50
"1756","What Women Want",2000,127,6.4,20138,"PG-13",0,0,1,0,65
"1757","What a Girl Wants",2003,105,5.7,3533,"PG",0,0,1,1,20
"1758","What's the Worst That Could Happen?",2001,97,5,2531,"PG-13",0,0,1,0,45
"1759","Whatever It Takes",2000,94,5.2,1771,"PG-13",0,0,1,1,15
"1760","When Zachary Beaver Came to Town",2003,85,7.9,35,"PG",0,0,0,1,3
"1761","Where the Heart Is",2000,120,6.4,5042,"PG-13",0,0,1,1,15
"1762","Where the Money Is",2000,89,6.2,1461,"PG-13",0,0,1,1,18
"1763","Where's Marlowe?",1998,97,6.2,188,"R",0,0,1,0,3.5
"1764","While You Were Sleeping",1995,103,6.5,13035,"PG",0,0,1,0,17
"1765","Whipped",2000,82,4.4,1562,"R",0,0,1,0,3
"1766","White Oleander",2002,109,6.9,4545,"PG-13",0,0,0,1,16
"1767","White Squall",1996,129,6.4,3445,"PG-13",0,0,0,1,38
"1768","Whole Ten Yards, The",2004,98,4.8,4133,"PG-13",0,0,1,0,40
"1769","Whole Wide World, The",1996,111,7.4,956,"PG",0,0,0,1,1.3
"1770","Wicked Spring",2002,102,5.6,158,"PG-13",0,0,0,1,0.5
"1771","Wicker Park",2004,114,6.4,3143,"PG-13",0,0,0,1,30
"1772","Wide Awake",1998,88,6,655,"PG",0,0,1,1,7
"1773","Wild Angels, The",1966,93,4.7,212,"R",1,0,0,1,0.36
"1774","Wild Ride, The",1960,88,3.8,56,"PG-13",0,0,0,1,0.03
"1775","Wild Things",1998,115,6.6,17672,"R",0,0,0,0,20
"1776","Wild Thornberrys Movie, The",2002,85,4.7,4008,"PG",0,1,1,0,35
"1777","Wild Wild West",1999,107,4,19078,"PG-13",1,0,1,0,170
"1778","Wild in the Streets",1968,94,5.9,329,"R",0,0,0,1,1
"1779","Wilde",1997,118,6.9,2545,"R",0,0,0,1,10
"1780","Willard",2003,100,6.2,2913,"PG-13",0,0,1,1,22
"1781","Wimbledon",2004,98,6.3,4297,"PG-13",0,0,1,1,31
"1782","Win a Date with Tad Hamilton!",2004,95,5.8,2933,"PG-13",0,0,1,0,24
"1783","Wind River",1998,97,5.4,97,"PG-13",0,0,0,1,5.5
"1784","Windtalkers",2002,153,5.9,9081,"R",1,0,0,1,115
"1785","Wing Commander",1999,96,3.7,4854,"PG-13",1,0,0,0,30
"1786","Wisegirls",2002,96,5.7,792,"R",0,0,0,1,11
"1787","Wishcraft",2002,97,5,314,"R",0,0,0,0,5
"1788","Wishmaster",1997,90,5,2577,"R",0,0,0,0,5
"1789","Witchboard III: The Possession",1995,93,3.4,114,"R",0,0,0,0,2
"1790","Without Limits",1998,117,6.8,1249,"PG-13",0,0,0,1,25
"1791","Without a Paddle",2004,95,5.4,3605,"PG-13",0,0,1,0,19
"1792","Wo hu cang long",2000,120,8.2,52198,"PG-13",1,0,0,0,15
"1793","Woman on Top",2000,92,5.3,2094,"R",0,0,1,0,8
"1794","Wonder Boys",2000,111,7.6,15668,"R",0,0,1,1,35
"1795","Woo",1998,84,3.5,407,"R",0,0,1,0,13
"1796","Wood, The",1999,102,6.2,1170,"R",0,0,1,1,6
"1797","Work and the Glory, The",2004,118,6.3,180,"PG",0,0,0,1,7.5
"1798","World Is Not Enough, The",1999,128,6.3,24205,"PG-13",1,0,0,0,135
"1799","World Traveler",2001,103,5.4,350,"R",0,0,0,1,2
"1800","X Files, The",1998,121,6.7,18314,"PG-13",1,0,0,0,66
"1801","X-Men",2000,104,7.3,45332,"PG-13",1,0,0,0,75
"1802","X2",2003,133,7.9,38191,"PG-13",1,0,0,0,110
"1803","Yards, The",2000,115,6.3,3386,"R",0,0,0,1,20
"1804","Ying xiong",2002,93,8.1,24128,"PG-13",1,0,0,1,30
"1805","Yo puta",2004,76,4.3,151,"R",0,0,0,1,6
"1806","You Can Count on Me",2000,111,7.8,7630,"R",0,0,0,1,1.2
"1807","You Got Served",2004,95,1.9,6041,"PG-13",0,0,0,1,8
"1808","You've Got Mail",1998,119,6.2,20053,"PG",0,0,1,0,65
"1809","Your Friends & Neighbors",1998,100,6.4,2659,"R",0,0,1,1,5
"1810","Zero Effect",1998,116,7,4820,"R",0,0,1,0,5
"1811","Zoolander",2001,89,6.1,18277,"PG-13",0,0,1,0,28
"1812","xXx",2002,132,5.5,18514,"PG-13",1,0,0,0,85
"1813","xXx: State of the Union",2005,101,3.9,1584,"PG-13",1,0,0,0,87
