"","rspdnum","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
"78",78,"C","A","C",9999,2,"NH",1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,4,4,3,3,98,3,2,4,2,999,999,999,98,5,1,5,5,5,3,2,2,98,4,98,98,1,98,NA,4,4,1,1,3,1,"10/9/2017 6:04:31",1
"79",79,"C","A","C",9999,1,"MD",2,5,1,1,98,NA,98,98,"NOT SURE",10,98,1,4,1,98,NA,NA,NA,3,3,3,4,98,4,4,98,4,4,4,98,4,999,999,999,98,98,5,5,5,5,98,4,1,98,1,4,1,1,6,NA,4,2,1,2,6,1,"10/9/2017 6:11:19",0.69
"80",80,"C","B","C",9999,4,"NY",1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,3,2,2,3,98,3,2,2,3,3,2,999,999,999,1,4,2,4,4,2,98,2,2,2,2,2,1,1,6,NA,2,2,2,1,5,1,"10/9/2017 6:18:17",0.96
"81",81,"C","A","C",9999,3,"VA",2,2,1,1,1,NA,1,1,"DROUGHT",3,1,2,1,1,1,NA,NA,NA,1,2,2,3,1,3,1,3,1,2,1,1,2,999,999,999,3,3,1,2,5,3,1,4,4,98,NA,3,3,10,5,NA,5,1,4,4,6,1,"10/9/2017 6:28:44",0.105
"82",82,"C","B","C",9999,3,"ND",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,3,3,3,98,3,3,3,3,2,2,4,4,4,999,999,999,1,98,2,5,5,5,4,2,4,2,98,2,1,1,2,NA,3,2,1,2,NA,2,"10/9/2017 6:33:24",0.925
"83",83,"C","A","C",9999,4,"WA",4,1,1,1,3,1,1,1,NA,1,1,2,1,4,1,NA,NA,NA,1,1,2,4,2,3,4,1,2,98,1,1,3,999,999,999,5,1,1,2,5,2,1,98,1,4,1,4,1,1,6,NA,5,4,3,4,1,2,"10/9/2017 6:36:37",0.84
"84",84,"C","B","C",9999,4,"IA",3,5,1,2,2,NA,2,2,"JUST BASED ON WHAT HE HAS READ",6,4,2,3,3,2,NA,NA,NA,3,3,3,4,3,4,1,4,2,2,3,2,2,999,999,999,3,2,3,5,3,3,98,1,1,1,2,2,1,1,1,1,5,2,1,2,4,1,"10/9/2017 6:38:11",0.28
"85",85,"C","A","C",9999,3,"PA",1,5,1,2,3,3,1,1,"WARMER",2,2,2,2,1,2,NA,NA,NA,1,1,1,2,1,98,4,2,2,1,2,2,4,999,999,999,2,2,1,98,5,1,2,4,2,4,1,98,1,1,1,2,5,4,4,4,NA,2,"10/9/2017 6:46:54",0.695
"86",86,"C","B","C",9999,1,"NY",1,1,1,1,1,NA,1,1,"EMISSIONS",8,1,1,1,1,2,NA,NA,NA,2,2,2,2,1,1,2,2,1,1,2,2,2,999,999,999,4,3,1,3,1,1,4,4,2,2,2,4,2,10,NA,NA,3,1,4,4,3,2,"10/9/2017 6:52:54",1.48
"87",87,"C","A","C",9999,4,"CA",4,1,1,1,3,2,1,98,"OZONE LAYER DECREASING",10,2,3,3,3,4,NA,NA,NA,1,2,3,1,4,4,1,1,4,1,4,98,1,999,999,999,3,1,1,5,5,5,98,4,1,1,98,1,5,1,1,2,5,4,2,3,4,1,"10/9/2017 6:57:35",0.28
"88",88,"C","B","C",9999,2,"PA",1,5,1,1,3,3,2,1,"NEWS",6,1,2,98,2,98,NA,NA,NA,1,2,2,1,1,2,2,1,1,1,1,2,98,999,999,999,4,1,1,1,2,2,98,4,2,1,2,2,6,1,3,NA,3,1,3,3,2,1,"10/9/2017 6:59:54",1.24
"89",89,"C","A","C",9999,2,"PA",1,5,1,2,3,98,3,2,"ITS CYCLICAL",9,2,2,98,4,4,NA,NA,NA,2,2,2,2,3,2,98,98,2,3,2,3,3,999,999,999,2,2,2,3,5,98,3,3,4,98,98,2,1,1,NA,NA,3,NA,3,98,NA,1,"10/9/2017 7:00:28",1.1
"90",90,"C","B","C",9999,4,"OH",3,1,1,1,2,NA,98,2,"IT IS GOD'S CREATION",12,4,2,2,2,1,NA,NA,NA,2,2,2,2,2,98,2,98,2,98,2,98,2,999,999,999,2,4,2,2,4,5,2,98,2,2,2,98,1,1,2,NA,2,98,98,98,2,2,"10/9/2017 7:01:44",1.44
"91",91,"C","A","C",9999,2,"PA",1,3,1,1,1,NA,1,1,"DATA FROM CREDIBLE SOURCES",4,1,2,2,2,3,NA,NA,NA,1,2,3,NA,1,1,4,1,1,4,3,2,2,999,999,999,3,1,1,1,1,1,2,4,2,4,1,4,5,2,1,2,5,1,4,4,6,1,"10/9/2017 7:07:01",0.92
"92",92,"C","A","D",9999,2,"NJ",1,1,1,1,1,NA,1,1,"DAYS ARE WARMER",2,1,1,1,1,1,NA,NA,NA,2,2,2,1,1,1,98,4,1,4,1,1,4,999,999,999,2,1,1,1,5,1,1,4,1,98,1,4,1,10,1,98,3,1,5,3,NA,1,"10/9/2017 8:21:35",1.02
"93",93,"C","B","D",9999,3,"CA",4,1,1,1,1,NA,1,1,"READING THE NEWS AND PERSONAL EXPERIENCE",6,1,1,1,3,2,NA,NA,NA,1,2,2,3,3,3,2,1,2,2,1,1,2,999,999,999,2,2,1,1,1,1,1,2,3,3,2,1,2,1,2,NA,4,1,5,4,NA,2,"10/9/2017 8:30:04",0.695
"94",94,"C","B","D",9999,3,"SC",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,3,3,3,98,2,4,4,98,1,4,4,98,1,999,999,999,1,2,1,5,5,1,4,2,2,2,2,1,1,2,6,NA,3,2,2,1,2,2,"10/9/2017 8:34:22",1.285
"95",95,"C","B","D",9999,3,"OH",3,3,1,3,2,NA,2,2,"NEWS",6,2,4,98,98,98,NA,NA,NA,2,3,3,3,3,4,4,3,3,98,4,4,4,999,999,999,3,98,2,5,5,5,3,4,98,98,98,4,2,1,2,NA,4,98,3,3,NA,2,"10/9/2017 8:44:11",0.695
"96",96,"C","B","D",9999,2,"MN",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,3,1,3,4,1,3,2,1,2,NA,1,999,999,999,2,5,1,5,5,4,1,3,3,2,1,3,3,1,2,NA,4,NA,NA,4,NA,1,"10/9/2017 8:44:11",0.87
"97",97,"C","B","D",9999,4,"NY",1,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,4,4,1,2,1,2,2,98,3,999,999,999,2,1,1,2,2,3,4,4,4,98,1,3,1,5,7,NA,4,4,3,3,NA,2,"10/9/2017 8:44:39",1.25
"98",98,"C","A","D",9999,1,"TX",2,5,1,3,2,NA,2,2,"DATA",4,3,4,3,3,3,NA,NA,NA,2,3,2,1,2,4,1,1,1,2,NA,3,1,999,999,999,3,98,1,5,5,1,98,98,1,1,1,4,2,1,6,NA,3,4,3,3,3,1,"10/9/2017 8:54:55",1.22
"99",99,"C","A","C",9999,4,"MA",1,1,1,1,1,NA,1,1,"80 DEGREES IN OCTOBER IN MA.  TOO WARM",2,1,1,2,2,2,NA,NA,NA,1,1,1,1,2,2,2,2,1,98,2,1,1,999,999,999,5,4,2,4,3,3,3,4,3,3,2,1,1,9,6,NA,1,4,3,2,2,2,"10/10/2017 4:13:30",2.6
"100",100,"C","B","C",9999,3,"GA",2,5,1,1,3,1,1,1,"NATURAL PATTERNS",9,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,4,4,4,1,4,1,1,4,999,999,999,5,5,1,5,5,1,98,1,1,1,1,1,1,1,1,2,3,4,1,1,4,2,"10/10/2017 4:27:31",0.855
"101",101,"C","A","C",9999,1,"NY",1,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,3,2,98,3,98,2,98,4,999,999,999,2,4,1,98,4,4,98,4,2,98,2,3,4,1,3,NA,4,98,98,3,3,1,"10/10/2017 4:31:54",0.99
"102",102,"C","B","C",9999,3,"PA",1,5,1,1,1,NA,1,1,"RECENT METEOROLOGICAL ACTIVITY",3,1,2,1,2,1,NA,NA,NA,1,2,2,98,1,2,4,2,1,3,2,2,3,999,999,999,4,2,1,2,2,1,1,4,1,4,1,NA,NA,1,3,NA,4,1,4,4,NA,2,"10/10/2017 4:35:06",0.695
"103",103,"C","A","C",9999,3,"NE",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,3,3,3,4,4,4,4,4,4,4,4,4,4,999,999,999,1,5,5,5,5,5,4,4,4,1,2,1,1,1,2,NA,2,2,1,1,NA,1,"10/10/2017 4:36:34",0.965
"104",104,"C","B","C",9999,1,"ND",3,5,1,1,1,NA,1,1,"STUDYS READ",6,1,3,2,3,1,NA,NA,NA,1,1,1,98,1,4,1,4,1,1,2,2,4,999,999,999,5,1,1,5,5,1,1,4,4,4,1,4,6,1,2,NA,4,4,4,4,98,1,"10/10/2017 4:44:20",0.86
"105",105,"C","A","C",9999,1,"MI",3,2,1,1,2,NA,1,2,"NATURAL CAUSES FROM THE EARTH",9,1,3,3,2,2,NA,NA,NA,2,2,2,2,2,3,3,98,2,98,3,3,98,999,999,999,4,3,2,4,5,2,98,3,2,3,2,3,2,2,1,2,3,4,3,4,NA,2,"10/10/2017 4:46:11",1.65
"106",106,"C","B","C",9999,4,"LA",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,1,3,3,3,2,4,3,3,3,3,98,4,98,98,999,999,999,1,4,4,4,5,98,98,3,3,3,2,2,1,1,98,NA,5,2,3,2,4,1,"10/10/2017 4:50:43",0.28
"107",107,"C","A","C",9999,3,"MO",3,5,1,1,98,NA,1,1,"ICE CAPS MELTING",1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,3,1,1,1,1,1,999,999,999,5,1,1,1,3,2,98,1,2,2,1,2,1,10,6,NA,2,1,98,4,4,1,"10/10/2017 4:53:54",0.815
"108",108,"C","B","C",9999,3,"OH",3,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,4,1,4,2,2,4,2,4,999,999,999,2,5,2,5,5,1,2,1,98,4,4,4,2,1,2,NA,2,4,3,3,1,1,"10/10/2017 5:09:59",1.115
"109",109,"C","A","C",9999,2,"MN",3,5,1,2,98,NA,2,98,"RECENT WEATHER EVENTS",3,2,4,98,2,4,NA,NA,NA,98,98,98,3,2,98,1,2,98,1,3,3,98,999,999,999,3,2,4,4,98,98,98,3,2,3,1,4,3,1,7,NA,5,4,3,3,6,1,"10/10/2017 5:15:01",0.7
"110",110,"C","B","C",9999,4,"CA",4,2,1,1,1,NA,1,1,"MELTING ICE",1,1,1,1,3,1,NA,NA,NA,1,1,2,1,1,1,1,2,2,1,3,1,1,999,999,999,5,4,1,5,5,1,3,4,1,4,1,4,5,2,2,NA,5,2,1,4,NA,1,"10/10/2017 5:21:07",0.57
"111",111,"C","A","C",9999,3,"AL",2,5,1,2,3,1,2,1,"HUMAN ACTIVITY",8,1,2,1,2,1,NA,NA,NA,1,1,1,2,2,2,2,2,1,2,3,98,2,999,999,999,4,2,2,2,98,2,98,3,2,4,2,98,4,1,1,1,4,2,2,3,6,2,"10/10/2017 5:24:58",0.525
"112",112,"C","B","C",9999,1,"NY",1,3,1,1,1,NA,2,1,"TEMPERATURE",2,2,1,1,3,1,NA,NA,NA,1,1,1,1,1,4,3,2,1,1,1,1,1,999,999,999,4,3,1,2,2,1,1,4,1,1,1,1,2,1,7,NA,3,3,3,4,6,1,"10/10/2017 5:26:28",0.92
"113",113,"C","A","C",9999,1,"WI",3,5,1,2,3,98,2,2,"SCIENCE CLASS",4,2,2,1,1,1,NA,NA,NA,2,2,2,2,1,1,3,2,3,2,2,3,3,999,999,999,5,4,4,2,4,5,3,3,4,3,2,2,3,1,2,NA,5,4,1,3,NA,1,"10/10/2017 6:00:38",0.86
"114",114,"C","A","D",9999,3,"MI",3,2,1,1,1,NA,1,1,"THE CLIMATE IS DIFFERENT THEN WHEN I WAS A KID",2,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,98,2,1,3,2,2,4,999,999,999,5,1,2,2,2,2,98,4,1,4,2,4,6,1,1,2,3,1,4,4,5,2,"10/10/2017 7:07:09",0.925
"115",115,"C","A","D",9999,3,"AL",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,4,98,98,4,1,1,98,999,999,999,4,5,98,98,5,98,98,4,98,98,98,98,98,2,1,2,1,4,3,4,NA,2,"10/10/2017 7:09:02",1.075
"116",116,"C","B","D",9999,1,"VA",2,1,1,1,2,NA,3,2,"NEWS  REPORTS",6,1,1,4,2,3,NA,NA,NA,3,3,3,1,4,4,1,1,1,1,4,4,4,999,999,999,2,2,1,5,5,5,98,4,4,98,1,1,1,1,6,NA,4,3,4,1,NA,1,"10/10/2017 7:12:58",0.86
"117",117,"C","A","D",9999,4,"NC",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1,1,98,1,98,2,3,1,2,3,999,999,999,98,4,1,2,2,2,2,2,98,98,2,4,1,1,6,NA,2,2,2,2,NA,2,"10/10/2017 7:24:54",1.3
"118",118,"C","B","D",9999,1,"IL",3,98,1,1,1,NA,1,1,"DATA",4,1,1,2,2,1,NA,NA,NA,1,1,1,1,1,1,4,98,1,98,1,1,4,999,999,999,5,1,1,1,1,1,4,4,1,4,1,4,5,1,7,NA,4,1,5,4,4,2,"10/10/2017 7:24:55",1.13
"119",119,"C","A","D",9999,NA,"MD",2,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,4,4,4,98,3,2,4,3,1,999,999,999,2,4,2,5,5,5,98,2,3,2,2,NA,1,NA,1,2,4,NA,NA,NA,NA,2,"10/10/2017 7:27:00",0.99
"120",120,"C","A","D",9999,NA,"WV",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,3,2,3,4,98,4,98,3,4,4,2,999,999,999,2,4,5,5,5,5,98,2,4,1,3,1,1,10,1,2,5,2,1,1,98,1,"10/10/2017 7:27:23",0.47
"121",121,"C","B","D",9999,2,"NY",1,1,1,1,1,NA,1,1,"ITS HOT",2,1,1,3,2,3,NA,NA,NA,1,1,1,2,4,4,1,3,1,1,2,1,1,999,999,999,3,5,1,5,5,4,98,4,3,3,2,1,1,1,6,NA,2,1,1,1,NA,1,"10/10/2017 7:29:04",1.48
"122",122,"C","A","D",9999,1,"DE",2,2,1,1,2,NA,1,1,NA,4,3,1,1,1,1,NA,NA,NA,1,2,2,1,2,2,2,2,2,2,2,2,2,999,999,999,4,2,2,2,2,2,2,2,2,3,2,2,5,2,2,NA,1,98,2,3,5,1,"10/10/2017 7:36:10",1.24
"123",123,"C","B","D",9999,2,"CA",4,1,1,2,3,3,2,2,NA,2,1,2,3,3,3,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,3,2,2,999,999,999,2,5,1,5,5,3,2,2,2,2,2,1,2,1,7,NA,3,2,2,3,6,1,"10/10/2017 7:36:38",0.93
"124",124,"C","A","D",9999,4,"NV",4,2,1,1,1,NA,1,1,NA,7,1,2,1,1,2,NA,NA,NA,1,1,1,2,3,3,3,1,2,2,2,2,2,999,999,999,4,3,4,4,4,4,4,2,3,3,4,4,4,9,2,NA,3,2,3,4,NA,2,"10/10/2017 7:39:22",2.53
"125",125,"C","B","D",9999,3,"FL",2,98,1,2,3,1,2,2,NA,6,1,2,1,2,2,NA,NA,NA,2,2,2,2,3,4,2,98,1,2,1,1,2,999,999,999,3,2,1,5,5,5,98,1,2,4,3,4,1,1,2,NA,5,4,3,3,6,2,"10/10/2017 7:48:30",0.525
"126",126,"C","B","D",9999,2,"MI",3,2,1,2,3,1,1,1,NA,3,1,2,1,2,2,NA,NA,NA,1,1,1,2,2,3,3,98,2,98,3,3,98,999,999,999,4,4,2,4,5,2,2,3,2,3,2,2,2,1,1,2,3,NA,3,3,1,2,"10/10/2017 7:49:15",1.59
"127",127,"C","B","D",9999,4,"NE",3,1,1,1,3,3,3,2,"ICE CAPS MELTING",1,1,2,4,3,2,NA,NA,NA,2,2,2,2,3,4,3,3,1,2,2,2,2,999,999,999,2,5,1,5,5,4,2,2,3,3,2,1,1,1,2,NA,4,2,3,4,5,1,"10/10/2017 7:49:32",0.35
"128",128,"C","A","D",9999,4,"TN",2,3,1,1,3,1,1,1,NA,4,1,2,1,2,1,NA,NA,NA,1,2,1,1,1,98,4,98,2,1,1,98,1,999,999,999,5,2,1,4,5,5,1,4,1,4,2,2,1,1,NA,NA,4,1,4,4,NA,1,"10/10/2017 7:51:36",0.35
"129",129,"C","B","D",9999,3,"NY",1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,4,4,3,1,2,3,2,3,999,999,999,4,5,1,5,5,3,2,4,98,3,1,1,1,1,6,NA,2,3,98,3,5,2,"10/10/2017 7:55:35",1.305
"130",130,"C","A","D",9999,1,"CA",4,1,1,1,3,1,1,1,NA,2,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,2,999,999,999,5,1,1,1,2,2,1,1,1,4,1,4,6,1,NA,NA,5,3,NA,4,NA,1,"10/10/2017 7:59:51",0.86
"131",131,"C","B","D",9999,4,"CA",4,1,1,1,3,2,3,2,NA,10,1,1,2,2,3,NA,NA,NA,2,2,2,2,3,4,3,2,2,2,3,2,3,999,999,999,2,3,2,5,5,4,2,4,3,3,2,1,1,2,7,NA,3,4,98,2,NA,1,"10/10/2017 8:04:20",0.8
"132",132,"C","A","D",9999,3,"NC",2,5,1,1,2,NA,2,2,"NEWS",6,2,1,4,1,4,NA,NA,NA,2,2,3,2,4,4,2,4,4,1,1,3,2,999,999,999,3,1,4,4,4,5,1,4,4,1,1,1,1,1,1,2,4,2,2,2,5,1,"10/10/2017 8:05:32",0.355
"133",133,"C","A","D",9999,4,"KY",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,3,3,3,98,3,3,98,98,3,98,3,3,3,999,999,999,1,4,4,5,5,98,98,3,98,98,98,98,1,2,1,2,1,4,2,NA,NA,2,"10/10/2017 8:06:25",1.07
"134",134,"C","A","D",9999,2,"MN",3,2,1,2,1,NA,2,2,"GLACIERS MELTING",1,2,2,2,4,2,NA,NA,NA,1,2,2,2,1,2,98,2,1,2,2,2,98,999,999,999,3,2,1,4,4,1,1,4,1,2,2,4,3,1,1,2,5,2,3,2,6,2,"10/10/2017 8:07:38",1.04
"135",135,"C","B","D",9999,4,"IA",3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,2,2,2,2,3,3,2,3,2,98,2,999,999,999,2,3,5,2,3,1,3,4,98,3,4,3,4,1,1,2,1,2,4,4,NA,1,"10/10/2017 8:08:53",0.51
"136",136,"C","B","D",9999,4,"NM",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,2,2,2,1,2,2,4,1,1,3,3,3,2,999,999,999,4,2,2,2,5,2,4,3,2,3,3,2,1,1,1,2,4,2,2,1,NA,2,"10/10/2017 8:09:09",0.69
"137",137,"C","B","D",9999,4,"UT",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,3,3,4,2,2,2,98,1,2,2,2,2,999,999,999,3,3,1,5,5,4,2,4,3,3,1,1,1,1,1,2,2,2,3,1,1,1,"10/10/2017 8:13:25",1.11
"138",138,"C","A","D",9999,2,"FL",2,1,1,1,3,3,1,1,NA,4,3,3,1,2,1,NA,NA,NA,2,2,2,3,3,1,2,1,2,2,3,2,4,999,999,999,4,5,1,2,1,2,2,2,1,4,2,4,2,1,1,2,4,4,4,2,2,1,"10/10/2017 8:25:04",1.01
"139",139,"C","B","D",9999,4,"MN",3,3,1,2,1,NA,1,1,"MILDER WINTERS",2,1,2,3,1,2,NA,NA,NA,1,1,2,2,1,2,3,3,2,2,1,1,2,999,999,999,4,3,2,2,3,1,2,1,2,2,1,2,2,1,1,1,2,1,3,4,NA,1,"10/10/2017 8:26:23",0.96
"140",140,"C","A","D",9999,2,"MO",3,3,1,1,1,NA,1,1,"GO OUTSIDE",2,1,1,1,1,1,NA,NA,NA,1,1,1,1,98,1,4,4,1,4,1,1,4,999,999,999,5,1,1,1,1,1,98,4,1,4,2,4,1,10,7,NA,2,4,5,4,3,1,"10/10/2017 8:30:10",1.53
"141",141,"C","B","D",9999,3,"OH",3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,2,2,4,4,3,4,1,2,2,2,3,999,999,999,3,2,1,2,5,2,2,4,4,2,4,3,1,1,1,2,2,3,NA,4,3,2,"10/10/2017 8:31:13",1.435
"142",142,"C","A","D",9999,3,"LA",2,5,1,2,1,NA,2,1,"NEWS, UNUSUAL WEATHER PATTERNS",6,1,2,1,1,2,NA,NA,NA,1,2,2,98,2,4,98,2,1,98,2,1,1,999,999,999,4,3,2,98,5,5,2,4,1,4,1,4,3,1,NA,NA,4,98,3,4,6,2,"10/10/2017 8:34:03",0.525
"143",143,"C","B","D",9999,4,"FL",2,2,1,1,2,NA,1,1,"THE PICTURES OF THE GLACIERS",1,1,1,1,1,98,NA,NA,NA,1,2,2,3,2,2,3,98,1,98,98,1,98,999,999,999,4,2,1,2,2,2,98,3,2,3,2,3,5,1,3,NA,5,4,3,4,5,2,"10/10/2017 8:39:55",0.69
"144",144,"C","A","D",9999,3,"CA",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,3,2,4,2,2,2,2,2,3,2,999,999,999,3,2,1,5,5,98,2,2,2,4,2,1,1,1,1,1,4,2,2,2,6,2,"10/10/2017 8:45:47",0.525
"145",145,"C","B","D",9999,4,"OK",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,2,3,3,98,3,4,4,2,1,2,3,3,4,999,999,999,1,98,2,2,3,2,3,4,2,2,2,2,1,1,1,2,1,2,1,1,NA,1,"10/10/2017 8:47:25",0.51
"146",146,"C","A","D",9999,3,"NY",1,5,1,1,1,NA,1,1,NA,10,98,98,2,2,1,NA,NA,NA,1,2,2,3,2,3,2,98,2,2,98,98,2,999,999,999,5,2,4,2,3,2,4,1,1,1,2,4,2,5,4,NA,5,1,2,3,3,1,"10/10/2017 8:51:44",1.045
"147",147,"C","B","D",9999,4,"CA",4,2,1,2,3,1,1,1,NA,8,1,2,1,2,2,NA,NA,NA,1,1,1,1,1,2,2,2,1,1,2,1,2,999,999,999,4,2,1,2,2,2,2,3,1,4,2,2,5,1,1,2,5,2,3,3,6,1,"10/10/2017 8:58:23",0.18
"148",148,"C","B","C",9999,3,"NC",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,3,3,3,4,4,4,4,4,3,98,4,4,4,999,999,999,1,5,5,5,5,5,4,4,4,1,3,3,1,1,1,1,5,2,1,2,2,2,"10/11/2017 4:13:03",0.835
"149",149,"C","A","C",9999,2,"MI",3,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,4,2,4,1,2,2,2,2,999,999,999,1,4,1,5,5,4,98,4,2,98,2,1,1,1,1,2,2,3,98,2,6,1,"10/11/2017 4:17:12",1.31
"150",150,"C","B","C",9999,1,"TX",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,4,98,3,98,2,3,3,3,3,3,999,999,999,2,5,4,4,4,98,4,3,3,2,3,3,1,1,1,2,4,2,1,2,NA,1,"10/11/2017 4:25:54",0.86
"151",151,"C","A","C",9999,1,"VA",2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,1,2,2,1,2,3,2,1,1,1,4,3,2,999,999,999,1,5,2,3,2,3,2,2,2,3,2,2,1,2,1,2,4,2,3,2,98,1,"10/11/2017 4:28:11",1.08
"152",152,"C","B","C",9999,1,"PA",1,2,1,2,1,NA,2,2,NA,2,1,1,1,1,2,NA,NA,NA,1,2,3,1,98,NA,3,3,1,3,4,2,1,999,999,999,3,2,1,3,5,2,2,4,1,98,1,NA,98,1,1,1,2,4,4,NA,2,2,"10/11/2017 4:44:20",1.95
"153",153,"C","A","C",9999,4,"OH",3,4,1,4,3,3,4,2,"NOT SURE",10,2,3,4,3,3,NA,NA,NA,2,2,2,2,3,4,2,2,2,2,2,3,2,999,999,999,1,5,1,5,5,5,2,4,2,4,2,1,1,1,98,NA,4,4,3,3,4,2,"10/11/2017 4:44:56",0.62
"154",154,"C","B","C",9999,4,"CT",1,5,1,1,3,1,1,1,NA,8,1,2,1,1,2,NA,NA,NA,1,2,3,98,98,98,98,3,1,2,1,2,2,999,999,999,4,2,2,3,3,2,2,2,2,3,2,4,4,1,2,NA,4,2,3,3,5,2,"10/11/2017 4:56:22",0.69
"155",155,"C","A","C",9999,4,"FL",2,1,1,2,3,2,1,1,NA,3,1,1,2,2,3,NA,NA,NA,2,2,2,1,1,2,1,1,1,1,1,1,2,999,999,999,4,4,1,2,2,2,2,2,2,4,1,1,4,9,2,NA,2,1,1,3,2,1,"10/11/2017 5:02:10",2.71
"156",156,"C","A","C",9999,3,"OH",3,5,1,1,3,1,1,1,NA,6,1,2,1,1,1,NA,NA,NA,1,1,1,4,4,4,98,3,2,3,2,2,3,999,999,999,5,2,1,5,5,2,2,3,1,4,1,98,98,1,7,NA,2,NA,NA,4,NA,1,"10/11/2017 5:08:17",0.965
"157",157,"C","A","C",9999,2,"TX",2,5,1,1,1,NA,1,1,"HEAT CAN'T ESCAPE THE EARTH",10,1,3,3,2,2,NA,NA,NA,1,1,1,3,1,4,4,1,1,98,1,2,98,999,999,999,5,2,2,4,5,2,3,3,1,1,1,4,6,1,1,2,4,4,3,4,6,1,"10/11/2017 5:10:37",0.7
"158",158,"C","B","C",9999,3,"MN",3,1,1,1,1,NA,1,1,"HOT WEATHER IN MY AREA",2,1,1,3,2,3,NA,NA,NA,2,2,2,2,3,4,3,3,1,2,2,2,2,999,999,999,2,5,1,5,5,4,2,98,98,98,2,2,2,1,1,1,3,4,3,4,4,2,"10/11/2017 5:12:16",0.855
